0.100000	97
0.101250	98
0.102500	100
0.103750	101
0.105000	102
0.106250	103
0.107500	104
0.108750	106
0.110000	107
0.111250	108
0.112500	109
0.113750	110
0.115000	112
0.116250	113
0.117500	114
0.118750	115
0.120000	116
0.121250	118
0.122500	119
0.123750	120
0.125000	121
0.126250	122
0.127500	124
0.128750	125
0.130000	126
0.131250	127
0.132500	128
0.133750	130
0.135000	131
0.136250	132
0.137500	133
0.138750	134
0.140000	136
0.141250	137
0.142500	138
0.143750	139
0.145000	140
0.146250	141
0.147500	143
0.148750	144
0.150000	145
0.151250	146
0.152500	147
0.153750	149
0.155000	150
0.156250	151
0.157500	152
0.158750	153
0.160000	155
0.161250	156
0.162500	157
0.163750	158
0.165000	159
0.166250	161
0.167500	162
0.168750	163
0.170000	164
0.171250	165
0.172500	167
0.173750	168
0.175000	169
0.176250	170
0.177500	171
0.178750	173
0.180000	174
0.181250	175
0.182500	176
0.183750	177
0.185000	179
0.186250	180
0.187500	181
0.188750	182
0.190000	183
0.191250	185
0.192500	186
0.193750	187
0.195000	188
0.196250	189
0.197500	191
0.198750	192
0.200000	193
0.201250	194
0.202500	195
0.203750	197
0.205000	198
0.206250	199
0.207500	200
0.208750	201
0.210000	203
0.211250	204
0.212500	205
0.213750	206
0.215000	207
0.216250	209
0.217500	210
0.218750	211
0.220000	212
0.221250	213
0.222500	215
0.223750	216
0.225000	217
0.226250	218
0.227500	219
0.228750	221
0.230000	222
0.231250	223
0.232500	224
0.233750	225
0.235000	227
0.236250	228
0.237500	229
0.238750	230
0.240000	231
0.241250	233
0.242500	234
0.243750	235
0.245000	236
0.246250	237
0.247500	239
0.248750	240
0.250000	241
0.251250	242
0.252500	243
0.253750	245
0.255000	246
0.256250	247
0.257500	248
0.258750	249
0.260000	251
0.261250	252
0.262500	253
0.263750	254
0.265000	255
0.266250	256
0.267500	258
0.268750	259
0.270000	260
0.271250	261
0.272500	262
0.273750	264
0.275000	265
0.276250	266
0.277500	267
0.278750	268
0.280000	270
0.281250	271
0.282500	272
0.283750	273
0.285000	274
0.286250	276
0.287500	277
0.288750	278
0.290000	279
0.291250	280
0.292500	282
0.293750	283
0.295000	284
0.296250	285
0.297500	286
0.298750	288
0.300000	289
0.301250	290
0.302500	291
0.303750	292
0.305000	294
0.306250	295
0.307500	296
0.308750	297
0.310000	298
0.311250	300
0.312500	301
0.313750	302
0.315000	303
0.316250	304
0.317500	306
0.318750	307
0.320000	308
0.321250	309
0.322500	310
0.323750	312
0.325000	313
0.326250	314
0.327500	315
0.328750	316
0.330000	318
0.331250	319
0.332500	320
0.333750	321
0.335000	322
0.336250	324
0.337500	325
0.338750	326
0.340000	327
0.341250	328
0.342500	330
0.343750	331
0.345000	332
0.346250	333
0.347500	334
0.348750	336
0.350000	337
0.351250	338
0.352500	339
0.353750	340
0.355000	342
0.356250	343
0.357500	344
0.358750	345
0.360000	346
0.361250	347
0.362500	349
0.363750	350
0.365000	351
0.366250	352
0.367500	353
0.368750	355
0.370000	356
0.371250	357
0.372500	358
0.373750	359
0.375000	361
0.376250	362
0.377500	363
0.378750	364
0.380000	365
0.381250	367
0.382500	368
0.383750	369
0.385000	370
0.386250	371
0.387500	373
0.388750	374
0.390000	375
0.391250	376
0.392500	377
0.393750	379
0.395000	380
0.396250	381
0.397500	382
0.398750	383
0.400000	385
0.401250	386
0.402500	387
0.403750	388
0.405000	389
0.406250	391
0.407500	392
0.408750	393
0.410000	394
0.411250	395
